payment_id,order_id,amount,currency,status,method,error_code,error_description,created_at,customer_email,customer_contact,notes
pay_B2B_3977282,order_INV_52413,4716878,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-23 20:10:54,finance@aditisharmaenterprises.com,+917608393560,"{""invoice_no"": ""INV-2026-482"", ""client"": ""Aditi Sharma Ltd""}"
pay_B2B_7636992,order_INV_86810,8142456,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-22 20:29:09,finance@priyachopraenterprises.com,+917586055431,"{""invoice_no"": ""INV-2026-754"", ""client"": ""Priya Chopra Ltd""}"
pay_B2B_9173859,order_INV_95089,8383824,INR,captured,netbanking,,,2026-08-23 18:41:49,finance@amitnairenterprises.com,+919635860024,"{""invoice_no"": ""INV-2026-487""}"
pay_B2B_6147639,order_INV_48602,6086584,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-25 17:11:41,finance@vikramnairenterprises.com,+919460306692,"{""invoice_no"": ""INV-2026-286"", ""client"": ""Vikram Nair Ltd""}"
pay_B2B_6338793,order_INV_90134,13221267,INR,captured,netbanking,,,2026-08-23 23:35:41,finance@ananyamehtaenterprises.com,+918422357563,"{""invoice_no"": ""INV-2026-271""}"
pay_B2B_2488575,order_INV_97821,11112011,INR,captured,netbanking,,,2026-08-26 09:54:04,finance@amitagarwalenterprises.com,+917900587144,"{""invoice_no"": ""INV-2026-905""}"
pay_B2B_2812519,order_INV_10167,4676871,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-22 21:16:51,finance@aditiboseenterprises.com,+918802396869,"{""invoice_no"": ""INV-2026-459"", ""client"": ""Aditi Bose Ltd""}"
pay_B2B_7297287,order_INV_23294,3173705,INR,captured,netbanking,,,2026-08-23 17:15:42,finance@nehaguptaenterprises.com,+917316579418,"{""invoice_no"": ""INV-2026-426""}"
pay_B2B_5380995,order_INV_23726,8169869,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-24 01:09:56,finance@rohanchopraenterprises.com,+917691079537,"{""invoice_no"": ""INV-2026-708"", ""client"": ""Rohan Chopra Ltd""}"
pay_B2B_9098979,order_INV_14062,8874813,INR,captured,netbanking,,,2026-08-27 08:56:56,finance@kavitanairenterprises.com,+917674755608,"{""invoice_no"": ""INV-2026-519""}"
pay_B2B_5450404,order_INV_96585,2788405,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-25 17:02:30,finance@poojasinghaniaenterprises.com,+917213182609,"{""invoice_no"": ""INV-2026-155"", ""client"": ""Pooja Singhania Ltd""}"
pay_B2B_7053704,order_INV_10500,3363546,INR,captured,netbanking,,,2026-08-24 16:39:42,finance@kavitapatelenterprises.com,+919684745185,"{""invoice_no"": ""INV-2026-311""}"
pay_B2B_3866088,order_INV_93648,5029023,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-23 18:56:44,finance@poojapatelenterprises.com,+918324367744,"{""invoice_no"": ""INV-2026-757"", ""client"": ""Pooja Patel Ltd""}"
pay_B2B_7501626,order_INV_34232,7295715,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-27 10:00:00,finance@deepikaboseenterprises.com,+918914590233,"{""invoice_no"": ""INV-2026-957"", ""client"": ""Deepika Bose Ltd""}"
pay_B2B_5505722,order_INV_83956,16391086,INR,captured,netbanking,,,2026-08-27 05:10:04,finance@aditiiyerenterprises.com,+917415334610,"{""invoice_no"": ""INV-2026-874""}"
pay_B2B_4817030,order_INV_82561,12906834,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-24 06:26:52,finance@aditiboseenterprises.com,+919300016872,"{""invoice_no"": ""INV-2026-587"", ""client"": ""Aditi Bose Ltd""}"
pay_B2B_6013906,order_INV_20348,9947522,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-23 17:06:51,finance@sureshvermaenterprises.com,+919219713803,"{""invoice_no"": ""INV-2026-223"", ""client"": ""Suresh Verma Ltd""}"
pay_B2B_8533636,order_INV_32659,3193821,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-25 13:27:29,finance@snehareddyenterprises.com,+917183291591,"{""invoice_no"": ""INV-2026-942"", ""client"": ""Sneha Reddy Ltd""}"
pay_B2B_3480985,order_INV_87994,12218920,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-24 21:49:07,finance@rahulchopraenterprises.com,+918666873181,"{""invoice_no"": ""INV-2026-569"", ""client"": ""Rahul Chopra Ltd""}"
pay_B2B_1207430,order_INV_91665,4272258,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-26 21:49:08,finance@siddharthkulkarnienterprises.com,+917642708893,"{""invoice_no"": ""INV-2026-676"", ""client"": ""Siddharth Kulkarni Ltd""}"
pay_B2B_2694338,order_INV_47498,1814284,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-24 10:14:39,finance@divyajoshienterprises.com,+918645159179,"{""invoice_no"": ""INV-2026-276"", ""client"": ""Divya Joshi Ltd""}"
pay_B2B_5620682,order_INV_62818,18445676,INR,captured,netbanking,,,2026-08-24 06:02:34,finance@vikramboseenterprises.com,+918423756197,"{""invoice_no"": ""INV-2026-375""}"
pay_B2B_7248518,order_INV_12651,9009229,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-23 10:19:07,finance@amitsinghaniaenterprises.com,+919111488438,"{""invoice_no"": ""INV-2026-407"", ""client"": ""Amit Singhania Ltd""}"
pay_B2B_8434162,order_INV_52056,16162370,INR,captured,netbanking,,,2026-08-26 17:08:45,finance@rahulkulkarnienterprises.com,+917383484123,"{""invoice_no"": ""INV-2026-858""}"
pay_B2B_9127895,order_INV_77698,22092126,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-26 02:39:32,finance@deepikavermaenterprises.com,+917281822724,"{""invoice_no"": ""INV-2026-682"", ""client"": ""Deepika Verma Ltd""}"
pay_B2B_1485669,order_INV_32772,13693159,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-25 09:34:07,finance@karanreddyenterprises.com,+917142039044,"{""invoice_no"": ""INV-2026-477"", ""client"": ""Karan Reddy Ltd""}"
pay_B2B_8788293,order_INV_76207,20424339,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-25 19:26:42,finance@sureshmehtaenterprises.com,+918039116218,"{""invoice_no"": ""INV-2026-700"", ""client"": ""Suresh Mehta Ltd""}"
pay_B2B_6867997,order_INV_55121,9691338,INR,captured,netbanking,,,2026-08-27 12:01:08,finance@snehadeshmukhenterprises.com,+918224363672,"{""invoice_no"": ""INV-2026-977""}"
pay_B2B_4713654,order_INV_94853,10454031,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-25 02:53:07,finance@ananyareddyenterprises.com,+918758820024,"{""invoice_no"": ""INV-2026-235"", ""client"": ""Ananya Reddy Ltd""}"
pay_B2B_3905824,order_INV_88792,10610298,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-24 03:25:44,finance@aaravguptaenterprises.com,+918311939403,"{""invoice_no"": ""INV-2026-485"", ""client"": ""Aarav Gupta Ltd""}"
pay_B2B_6850369,order_INV_70161,8433024,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-25 02:01:12,finance@rahulreddyenterprises.com,+919908535332,"{""invoice_no"": ""INV-2026-107"", ""client"": ""Rahul Reddy Ltd""}"
pay_B2B_9581776,order_INV_96816,11777238,INR,captured,netbanking,,,2026-08-25 06:35:41,finance@deepikasinghaniaenterprises.com,+917464305421,"{""invoice_no"": ""INV-2026-755""}"
pay_B2B_6454894,order_INV_46291,18559293,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-23 21:13:38,finance@rahulsinghaniaenterprises.com,+919221759035,"{""invoice_no"": ""INV-2026-776"", ""client"": ""Rahul Singhania Ltd""}"
pay_B2B_6361758,order_INV_99228,7680156,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-26 08:44:19,finance@vikramsharmaenterprises.com,+918269612255,"{""invoice_no"": ""INV-2026-136"", ""client"": ""Vikram Sharma Ltd""}"
pay_B2B_4186247,order_INV_54979,8577910,INR,captured,netbanking,,,2026-08-26 03:56:39,finance@ananyaraoenterprises.com,+919178900724,"{""invoice_no"": ""INV-2026-400""}"
pay_B2B_2637507,order_INV_71706,16421332,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-23 05:27:19,finance@vikramdeshmukhenterprises.com,+919919342370,"{""invoice_no"": ""INV-2026-328"", ""client"": ""Vikram Deshmukh Ltd""}"
pay_B2B_6152035,order_INV_65112,4301099,INR,captured,netbanking,,,2026-08-25 08:42:32,finance@amitjoshienterprises.com,+918262939955,"{""invoice_no"": ""INV-2026-987""}"
pay_B2B_2194801,order_INV_71894,7559285,INR,captured,netbanking,,,2026-08-26 04:09:38,finance@karanmehtaenterprises.com,+919275639056,"{""invoice_no"": ""INV-2026-240""}"
pay_B2B_4360419,order_INV_54914,15016431,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-23 19:38:37,finance@kavitaagarwalenterprises.com,+917774626412,"{""invoice_no"": ""INV-2026-749"", ""client"": ""Kavita Agarwal Ltd""}"
pay_B2B_1973306,order_INV_10617,4671071,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-23 21:20:38,finance@manishdeshmukhenterprises.com,+919475099081,"{""invoice_no"": ""INV-2026-729"", ""client"": ""Manish Deshmukh Ltd""}"
pay_B2B_8276470,order_INV_93032,3736174,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-27 14:41:53,finance@kavitaboseenterprises.com,+918646331504,"{""invoice_no"": ""INV-2026-429"", ""client"": ""Kavita Bose Ltd""}"
pay_B2B_9909268,order_INV_34979,5663099,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-26 12:38:18,finance@aaravsharmaenterprises.com,+918068687175,"{""invoice_no"": ""INV-2026-205"", ""client"": ""Aarav Sharma Ltd""}"
pay_B2B_7434909,order_INV_75973,19957982,INR,captured,netbanking,,,2026-08-26 04:10:43,finance@siddharthsinghaniaenterprises.com,+917196358835,"{""invoice_no"": ""INV-2026-710""}"
pay_B2B_9793234,order_INV_54280,16035577,INR,captured,netbanking,,,2026-08-23 23:02:01,finance@kavitaiyerenterprises.com,+918542970785,"{""invoice_no"": ""INV-2026-119""}"
pay_B2B_4832222,order_INV_39402,8794684,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-26 19:22:28,finance@vikramreddyenterprises.com,+919167384632,"{""invoice_no"": ""INV-2026-997"", ""client"": ""Vikram Reddy Ltd""}"
pay_B2B_5291430,order_INV_80088,14072080,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-27 02:31:59,finance@meeravermaenterprises.com,+919843139149,"{""invoice_no"": ""INV-2026-218"", ""client"": ""Meera Verma Ltd""}"
pay_B2B_7992333,order_INV_68237,2812208,INR,captured,netbanking,,,2026-08-24 04:42:27,finance@sureshmehtaenterprises.com,+919037516736,"{""invoice_no"": ""INV-2026-408""}"
pay_B2B_8061051,order_INV_96725,29117792,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-25 13:59:35,finance@priyadeshmukhenterprises.com,+917589112843,"{""invoice_no"": ""INV-2026-732"", ""client"": ""Priya Deshmukh Ltd""}"
pay_B2B_2975258,order_INV_47054,9267029,INR,captured,netbanking,,,2026-08-26 15:45:24,finance@priyamehtaenterprises.com,+919615642860,"{""invoice_no"": ""INV-2026-466""}"
pay_B2B_7874568,order_INV_48712,4591872,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-24 06:18:51,finance@snehavermaenterprises.com,+917892038856,"{""invoice_no"": ""INV-2026-113"", ""client"": ""Sneha Verma Ltd""}"
pay_B2B_2493219,order_INV_24474,14310177,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-27 06:25:17,finance@siddharthraoenterprises.com,+919197757742,"{""invoice_no"": ""INV-2026-336"", ""client"": ""Siddharth Rao Ltd""}"
pay_B2B_8663014,order_INV_48800,16948550,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-23 08:26:53,finance@rahulagarwalenterprises.com,+917750338556,"{""invoice_no"": ""INV-2026-793"", ""client"": ""Rahul Agarwal Ltd""}"
pay_B2B_6246354,order_INV_65836,14496628,INR,captured,netbanking,,,2026-08-24 09:14:11,finance@priyamehtaenterprises.com,+917594399606,"{""invoice_no"": ""INV-2026-548""}"
pay_B2B_5501484,order_INV_22183,7287321,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-25 16:10:40,finance@deepikachopraenterprises.com,+918721326325,"{""invoice_no"": ""INV-2026-971"", ""client"": ""Deepika Chopra Ltd""}"
pay_B2B_9023619,order_INV_65278,9479786,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-22 19:48:52,finance@snehamehtaenterprises.com,+917251884343,"{""invoice_no"": ""INV-2026-704"", ""client"": ""Sneha Mehta Ltd""}"
pay_B2B_9097940,order_INV_84572,20709463,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-24 15:21:05,finance@manishnairenterprises.com,+918540170604,"{""invoice_no"": ""INV-2026-599"", ""client"": ""Manish Nair Ltd""}"
pay_B2B_2894776,order_INV_63907,29951874,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-26 02:17:34,finance@manishvermaenterprises.com,+919813090060,"{""invoice_no"": ""INV-2026-690"", ""client"": ""Manish Verma Ltd""}"
pay_B2B_4757843,order_INV_97797,2747003,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-25 06:34:20,finance@amitmehtaenterprises.com,+918067630048,"{""invoice_no"": ""INV-2026-959"", ""client"": ""Amit Mehta Ltd""}"
pay_B2B_1915467,order_INV_11526,13602988,INR,captured,netbanking,,,2026-08-23 22:52:44,finance@sneharaoenterprises.com,+917321543768,"{""invoice_no"": ""INV-2026-384""}"
pay_B2B_1844744,order_INV_76444,2238364,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-25 09:15:27,finance@ananyaboseenterprises.com,+917338574832,"{""invoice_no"": ""INV-2026-977"", ""client"": ""Ananya Bose Ltd""}"
pay_B2B_9362706,order_INV_68598,11847107,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-27 13:09:27,finance@amitmehtaenterprises.com,+919806215682,"{""invoice_no"": ""INV-2026-662"", ""client"": ""Amit Mehta Ltd""}"
pay_B2B_1002847,order_INV_21913,9595875,INR,failed,card,ISSUER_BUSY,"Corporate card limit check switch busy",2026-08-24 10:16:00,finance@meerasinghaniaenterprises.com,+917888419332,"{""invoice_no"": ""INV-2026-945"", ""client"": ""Meera Singhania Ltd""}"
pay_B2B_1910586,order_INV_39218,2456497,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-25 07:36:24,finance@manishchopraenterprises.com,+919576770578,"{""invoice_no"": ""INV-2026-199"", ""client"": ""Manish Chopra Ltd""}"
pay_B2B_4720299,order_INV_10287,5254070,INR,failed,netbanking,GATEWAY_TIMEOUT,"Corporate netbanking gateway timed out",2026-08-25 01:51:42,finance@amitjoshienterprises.com,+919352313121,"{""invoice_no"": ""INV-2026-604"", ""client"": ""Amit Joshi Ltd""}"
pay_B2B_3356346,order_INV_63636,19835919,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-27 01:02:51,finance@priyadeshmukhenterprises.com,+917805492785,"{""invoice_no"": ""INV-2026-944"", ""client"": ""Priya Deshmukh Ltd""}"
pay_B2B_4197381,order_INV_54293,5336847,INR,failed,card,CONFIG_ERROR,"Merchant webhook signature mismatch on corporate checkout",2026-08-24 18:00:10,finance@priyakulkarnienterprises.com,+919886826923,"{""invoice_no"": ""INV-2026-774"", ""client"": ""Priya Kulkarni Ltd""}"
pay_B2B_9459031,order_INV_27647,21204507,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-24 22:11:16,finance@nehasharmaenterprises.com,+917208613457,"{""invoice_no"": ""INV-2026-620"", ""client"": ""Neha Sharma Ltd""}"
pay_B2B_3972963,order_INV_85832,17907136,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-24 16:37:22,finance@snehaiyerenterprises.com,+919824034657,"{""invoice_no"": ""INV-2026-528"", ""client"": ""Sneha Iyer Ltd""}"
pay_B2B_5164755,order_INV_45860,15029860,INR,failed,card,3DS_TIMEOUT,"Approver token authorization expired on corporate card",2026-08-26 22:59:50,finance@sureshchopraenterprises.com,+917572827654,"{""invoice_no"": ""INV-2026-963"", ""client"": ""Suresh Chopra Ltd""}"
pay_B2B_6266549,order_INV_82559,10466404,INR,failed,netbanking,BANK_UNAVAILABLE,"RTGS / NEFT settlement window closed",2026-08-24 06:30:06,finance@karanreddyenterprises.com,+918248029429,"{""invoice_no"": ""INV-2026-615"", ""client"": ""Karan Reddy Ltd""}"
